Year,Inflation Rate,S&P 500 (includes dividends)2,US Small cap (bottom decile)22,3-month T. Bill (Real),!0-year T.Bonds,Baa Corp Bonds,Real Estate3,Gold
1928,-0.0115607,0.45493157903462444,0.6178029343835276,0.042856147059308514,0.02014833747484457,0.04426798358009876,0.02678084206012854,0.012676238437769438
1929,0.005848,-0.08831102325510076,-0.4692040944556235,0.025602277878963742,0.03597963267134219,0.024189104515831783,-0.026262487492244357,-0.007257638645753572
1930,-0.0639535,-0.20007858972429649,-0.4661589995796148,0.11693169089356137,0.11683480932728285,0.07408959860949627,0.022385105868138133,0.0693586931296879
1931,-0.0931677,-0.3806743417915991,-0.38974383687038927,0.1282130113803841,0.07452220259531717,-0.07017841206877595,0.012861250978425165,-0.08897144371084342
1932,-0.1027397,0.01818430468817467,0.3428656099016081,0.12642897495854877,0.21247208853971733,0.3774107878810664,-0.002145075797749252,0.3516461489200595
1933,0.007633600000000001,0.4884599464877515,1.4645863337625902,0.0019515030066485917,0.010836400147690162,0.12111082537887063,-0.04540642641816073,0.2629545667615565
1934,0.0151515,-0.02663361771214723,0.18218807734609066,-0.012183567346023327,0.0635204953936983,0.17043051474073234,0.01370296668651072,0.29784425810875703
1935,0.029850699999999997,0.42487081916467706,0.4874000668252205,-0.027359014272651194,0.014438769907682891,0.10023454725698766,0.0658422014591995,-0.02478678444965776
1936,0.014492799999999998,0.30058498468892636,0.9006541988272365,-0.012585402281810154,0.03517615309389144,0.09792613483232904,0.017440453541616163,-0.013436981298154071
1937,0.028571399999999997,-0.371329289871034,-0.5457777651604935,-0.025096037734149035,-0.014369385930368517,-0.07071294889200941,-0.002855890973372799,-0.03000825779593075
1938,-0.0277778,0.3297644718299584,0.04502859531493919,0.02924002352548616,0.07190772368913834,0.12356909473664968,0.019585014996905903,0.030345360880854155
1939,0,-0.010975646879756495,-0.05730000000000002,0.00045833333333322734,0.04412261394206074,0.07983137765346138,-0.013016072256937905,-0.012338593974175027
1940,0.0071429,-0.1130640269044394,-0.3229361990239916,-0.006736448885919621,0.04654941812412661,0.07877578422667675,0.025739323445834295,-0.023534931789526592
1941,0.09929080000000001,-0.2065016424822217,-0.14071872519991968,-0.08914759709926912,-0.10871807154993018,-0.04477347707016255,-0.1665956609156093,-0.09032259707804335
1942,0.0903226,0.09301378276406314,0.4838727547241526,-0.07969898083374582,-0.0617926452460178,-0.035332285667941665,-0.05227094056806081,-0.08284025296733277
1943,0.0295858,0.214675941850212,1.3113178134352665,-0.02504482870684499,-0.004551150569481521,0.04939938041206404,0.08243781105902959,-0.02873563330030382
1944,0.0229885,0.1635583093010624,0.6591584362874068,-0.01875729785818714,0.0027249686375458992,0.04171125665885933,0.13964357841187325,-0.022471904620628758
1945,0.0224719,0.3283600687446706,0.8689022162858462,-0.018261528752037015,0.015230025802408065,0.044526167201444755,0.09320731915817082,0.002869813674559518
1946,0.1813187,-0.22484209777969133,-0.28317396482422574,-0.15027164134454152,-0.12700633167349695,-0.13225759503070944,0.050535183076168444,-0.15348838547971855
1947,0.08837210000000001,-0.033418809614836564,-0.0900170998503177,-0.07567610991375706,-0.07274638144175838,-0.07878821749788578,0.11417667768670059,-0.08119658708634658
1948,0.0299145,0.026343207745872954,-0.03593939108537658,-0.01889914162777584,-0.010101936215894614,0.004325694613585007,-0.009058369549017509,-0.02904561495153246
1949,-0.0207469,0.20809649399333563,0.29915340579468164,0.0325726821799186,0.06880933216139229,0.07609872379230564,0.02209886817048945,-0.06766353492520882
1950,0.059322,0.23480432778056382,0.4422432461517838,-0.044640502761829515,-0.051944585860475456,-0.015985533145992714,-0.02163466321589258,0.034259420915802696
1951,0.06,0.16677795325039924,-0.019622641509434158,-0.04228773584905676,-0.05938975398191704,-0.058405480311449987,0.0004495107248647656,-0.05660377358490576
1952,0.0075472,0.172659589954141,0.0043201946271103076,0.009605306828305293,0.015019407446425825,0.0365890700181597,0.03624606398240959,-0.010920998240237956
1953,0.007490599999999999,-0.01942712658748813,-0.06500368340905605,0.011332843535545978,0.03369540379740377,0.00864576187454591,0.10687453108739486,-0.0005500635093058648
1954,-0.0074348999999999995,0.5370611080465644,0.6512770799618082,0.016936017597233732,0.04063505210700602,0.06953090715934707,0.016786929441589882,0.013274119882501934
1955,0.0037452999999999996,0.3210256810271326,0.26615785897079647,0.01344776039780271,-0.017045849468604102,0.016639280944527934,-0.0037313250682220467,-0.0040156483202002935
1956,0.029850699999999997,0.04325327810478674,-0.03859850753123717,-0.0035313964549530397,-0.05088935529504823,-0.0518300778740266,-0.02010761643133585,-0.030094244136505854
1957,0.0289855,-0.1297968745775132,-0.17637323363643131,0.003168333558965175,0.03788647018471081,-0.035155776638779224,-0.001754574821346111,-0.02927998865561332
1958,0.0176056,0.41233455268669106,0.6642007473229312,5.882617724339845e-05,-0.03792803592597627,0.045887452833750286,-0.010800240294975394,-0.013083413167574887
1959,0.017301,0.1015073922423877,0.10822657207650432,0.01627754161506756,-0.04302297215021422,-0.0015310798917697044,-0.015930103035466603,-0.017006765942430002
1960,0.0136054,-0.010102596979616685,-0.04785432279662294,0.014921308504771025,0.10140991445944691,0.05231470908998137,-0.005866934680853975,-0.008644483500872324
1961,0.006711399999999999,0.25793462712533866,0.2896446787033504,0.01670140975695089,0.013805156151329268,0.04399334307727121,0.003040183085921244,-0.0072299311934599375
1962,0.0133333,-0.10011306760688599,-0.10947365491689653,0.014201047946530876,0.04302842957996611,0.05094077134943231,-0.009974500540332887,-0.013717772707681597
1963,0.0164474,0.20627911586808634,0.17989381447579067,0.014868296149761706,0.0003878417511284926,0.03757932354577531,0.004908101711912138,-0.020090843749223986
1964,0.0097087,0.15296080818588997,0.21965869958335515,0.025501088103854208,0.02730683504216702,0.04150572608005687,0.002855393164426401,-0.009333106195674068
1965,0.0192308,0.10278498724603002,0.42911693798892236,0.019877698998312043,-0.011815036460901651,0.012430250952520927,-0.0026004798120022876,-0.01830890454860623
1966,0.0345912,-0.12981044334842384,-0.12516170638219226,0.013499051606083778,-0.005327505855163173,-0.06673632636327886,-0.021611225861827732,-0.03315943723375714
1967,0.030395099999999998,0.20150965889815775,1.1039502225893743,0.012169543656225246,-0.044838441033759446,-0.020810302622317534,-0.007019603504896055,-0.034471171097303466
1968,0.0471976,0.05820394022676845,0.5345718897751484,0.005899937127434196,-0.013800072736255053,0.0011973501878703718,-0.00559494915079517,0.07405674186629985
1969,0.0619718,-0.13595983505822917,-0.3695689471227014,0.004437855524369594,-0.10556993435223616,-0.0774252597930769,0.007506309701399427,-0.011165386229300633
1970,0.0557029,-0.019031349582383283,-0.23273868055112845,0.0077740621911712715,0.10594313213890327,0.000750946663013563,0.02505683846449802,-0.14225559500314577
1971,0.0326633,0.10608317636955311,0.12805403271327642,0.010341483309346255,0.06314320088369851,0.10395582155597016,0.009476157031858001,0.13002388039363777
1972,0.0340633,0.14843417143877868,-0.030426860715393356,0.006339167050992023,-0.0056851543764778745,0.07739142835249746,-0.004164209734988211,0.43883803851323067
1973,0.0870588,-0.21170821152937158,-0.4354491219794183,-0.015366569422122445,-0.04643001277929948,-0.04036432541245838,-0.04860663257646092,0.5910675442273103
1974,0.1233766,-0.34039738544399956,-0.34848206736725695,-0.03998549433440113,-0.09212450487897073,-0.1488225747066404,-0.020154688892712547,0.4789963874847092
1975,0.0693642,0.2810896148027431,0.4901377846761654,-0.01075437589767203,-0.031150906280541624,0.038467194564255625,-0.001521564169378209,-0.29676837520782007
1976,0.0486486,0.1808626741322752,0.4162036739475934,0.0010655619051034293,0.10603838829241008,0.1419727636798258,0.031592802935517916,-0.08548794845938446
1977,0.06701030000000001,-0.12821557651257187,0.22463672562486048,-0.013496272196981574,-0.050712438229443046,0.030492984482817453,0.0745429664580064,0.1493741457271871
1978,0.0901771,-0.023009344888349492,0.1862292832971819,-0.016872520514209066,-0.08985045357080856,-0.05393733754663266,0.06151189612323038,0.25677943079023136
1979,0.13293939999999999,0.046123827695606634,0.2531120375900071,-0.02859522589161967,-0.111420078492527,-0.13507386311802316,0.003958966446253598,0.9996539317669744
1980,0.125163,0.17081032265336682,0.26568328322207546,-0.009993396512327446,-0.1378115371017301,-0.14070830926000089,-0.04549947639943075,0.023723201660559523
1981,0.0892236,-0.12508680722209453,-0.11992358593772656,0.04694926495308982,-0.00663908369326216,-0.004222829170326348,-0.03513836601064857,-0.3811973841855645
1982,0.0382979,0.1597736553214577,0.22421513132213788,0.0652377670668356,0.2791564876158912,0.24292320783764132,-0.03145599188469794,0.11357868979060792
1983,0.0379098,0.17868774202662507,0.30897694578083756,0.04650365571266413,-0.00569192578061295,0.11950277011353339,0.009234908535421749,-0.1983620828085325
1984,0.0394867,0.02113997225396158,-0.17767105630115332,0.05379204105736002,0.09413005807676367,0.11227211788716684,0.0070175498459525976,-0.2244019578390133
1985,0.0379867,0.26432399842665566,0.20560311610929127,0.03538059815465888,0.21111848747779138,0.1932970032266932,0.03538293128047321,0.0212139396273614
1986,0.010979000000000001,0.17207754817900445,0.010505658376682492,0.04818477930797771,0.22934517078759908,0.20036182866059904,0.08421992454656801,0.17664707523710388
1987,0.0443439,0.013198062839471447,-0.1768037329465898,0.012859461332612732,-0.0899598201121895,-0.01552941176229572,0.03269993441406238,0.1923977455099859
1988,0.0441941,0.11604914078756723,0.12402473831254168,0.02153842853546095,0.03643178833785976,0.0954120999101189,0.026830503839072595,-0.18841825078350316
1989,0.04647300000000001,0.25636479525221123,0.022004389984261463,0.033104150799877274,0.12466969677618267,0.10799776870838751,-0.0024177909939392395,-0.0715453898075773
1990,0.061062599999999995,-0.08642950578884989,-0.3206809852689182,0.013102148732789143,0.0012168493503901257,0.0016441684208627905,-0.06401659453066566,-0.08686714721995992
1991,0.0306428,0.2636273511528897,0.41921138924174306,0.022426004431409075,0.11585226248625902,0.15392105658672461,-0.0313664746443868,-0.11276479205538092
1992,0.0290065,0.04463604430467716,0.21972018641281688,0.005157059173444223,0.06278859575919049,0.08167678775057241,-0.020244600659448886,-0.08391353523846312
1993,0.027484099999999997,0.07025550545448711,0.2236685706377357,0.002420572736843596,0.11155936709155023,0.12383686212765554,-0.005760085122287872,0.1453022132000732
1994,0.026749000000000002,-0.013138355357956155,-0.07484691974377378,0.015362556924661597,-0.10432496696854432,-0.03548257205885208,-0.001551631469130843,-0.04718437628654759
1995,0.0253841,0.33798835872924404,0.2899556371119858,0.02878131229068215,0.20423927104524942,0.1828470572524281,-0.007279293707863621,-0.015213191025555073
1996,0.0332248,0.18735986610915445,0.10943910753981134,0.01628800262437391,-0.018329720759685197,0.0009021207798141084,-0.008682524841293393,-0.076547168704173
1997,0.017023999999999997,0.3087562643915296,0.20124992133912278,0.033034421999874164,0.08098855359340118,0.10866766885542378,0.02280810057081384,-0.22723809847613274
1998,0.016119,0.2630208989148277,-0.14832809936631441,0.031138675686607664,0.13098398831835856,0.059201487515553985,0.0475376405508845,-0.024002265985943905
1999,0.026845599999999997,0.17724953967845303,0.3462588728042466,0.019027654931783378,-0.10652794145749434,-0.01731229598916928,0.04864184761807788,-0.017853457082443236
2000,0.0338681,-0.12011811714907628,-0.12261535102978804,0.02353289357523214,0.12833800680567942,0.05804419975632724,0.057122856624108875,-0.08541121558931675
2001,0.0155172,-0.13196703258202003,0.30120888154331626,0.018194028015573682,0.039590281575233366,0.06880266447778483,0.050460222200624516,-0.007924745712438619
2002,0.0237691,-0.23777781491854666,-0.05818606949555327,-0.0075367580443675974,0.12443714484163748,0.0953999131998331,0.07017279595758819,0.22654239372105067
2003,0.0187949,0.25987870620485265,0.8836961197980082,-0.008550592469593332,-0.014764222041378727,0.1024434702886059,0.07787670311728512,0.17675964819866996
2004,0.0325556,0.07251150392381955,0.13785640211529526,-0.01821616191902886,0.011961813022703494,0.06866811306756482,0.10055365842348785,0.013491657482160191
2005,0.0341566,0.013719561653127155,0.004973521418322857,-0.002576979153834036,-0.005300232481444733,0.01820541379824392,0.09760581645377964,0.13878879698995594
2006,0.0254065,0.12748025275162322,0.15534668446123567,0.021351044683254994,-0.005652867991797872,0.025900079701679957,-0.007877859372051321,0.20144431590416034
2007,0.0408127,0.013484320919813664,-0.12712440960799198,0.002696759861164688,0.05888333155439773,0.00733374444559054,-0.09108770948726475,0.26749479857836445
2008,0.0009141,-0.3661028864694602,-0.4489037570756571,0.012787358485966793,0.19991595609430446,-0.036284031438308606,-0.12075571793668494,0.0422257122710159
2009,0.0272133,0.22598912881739341,0.4357290739907669,-0.025027031873516514,-0.13471423426136686,0.17025012797130934,-0.06401104816397707,0.21723433550659532
2010,0.014957199999999999,0.13128999211710024,0.2635015545483099,-0.013372719409848743,0.06864539588817897,0.07798138787047648,-0.05530545317875246,0.27336777659535616
2011,0.0296242,-0.008391850797329181,-0.16620063902926907,-0.02825865981005482,0.12696782961648867,0.09032898915336607,-0.06650876582938081,0.08801046711483163
2012,0.0174102,0.1390743403371646,0.16698259954539485,-0.01625126227356477,0.012094944379552386,0.07456228908928897,0.04614619085861782,0.038758449996525224
2013,0.0150174,0.30189970987813086,0.4845065710203589,-0.014232859456399516,-0.10449386182293308,-0.024477699576066603,0.09080573236269318,-0.28685146375133763
2014,0.0075649,0.12672068716826312,0.008272519219357566,-0.007183358610447721,0.09914686837547393,0.09950014363069726,0.03718740086033856,-0.0062721220117401
2015,0.007295199999999999,0.006446686544000491,-0.09867534363312758,-0.006725815108520772,0.005507617538326626,-0.022142200016866398,0.04432969204355053,-0.12742695474705923
2016,0.0207462,0.09501344090037445,0.1511186620141225,-0.017227592911930434,-0.013559389494912866,0.09257789948673034,0.03165223041459786,0.05906613793816384
2017,0.0210908,0.1909370002599109,0.1308494797916111,-0.011506910061279685,0.006783297536114619,0.0697766061280225,0.040131974480556165,0.10335472612137497
2018,0.0191016,-0.060219994641246166,-0.17829586372938677,0.00025655166161575593,-0.018907362972577002,-0.050824958805247955,0.025585236110184262,-0.027864464212368434
2019,0.0228513,0.2828030819026066,0.09761800175646274,-0.0021767582443312783,0.07186284791883635,0.1267304032881269,0.01368801886810922,0.16417121650085864
2020,0.0136201,0.16437313967454337,0.3291962146370222,-0.00993734204899277,0.09835921413371862,0.09115029854755696,0.0894280872879003,0.22500927610921995
2021,0.07036400000000001,0.20023517001659386,0.1369029601145031,-0.06531778049038717,-0.1069956991136145,-0.057017569985654326,0.11050655294468248,-0.10081456999129479
2022,0.06454399999999999,-0.23006945628530695,-0.28025520786364866,-0.041610500679484685,-0.22810303320718228,-0.20288948651774152,-0.007538974213316396,-0.05546956855218199
2023,0.0335212,0.21972035972773551,0.017589189268686578,0.01662512046954734,0.005107587536665736,0.052089422078287706,0.022508342705744422,0.09588576242284375
2024,0.0275,0.21536361326060072,0.05712895377128957,0.021605839416058314,-0.04269761696995611,-0.00986515227466167,0.014541119784665879,0.2258592133431101
